buyer_id;gender;age;age_group;employment_status;housing_status;country;brand;sneaker_price_usd;purchase_channel;purchase_season;reason_for_purchase;discount_used;comfort_rating;durability_rating;repurchase_intent
8333;Male;36;Youth;Student;Home Owner;Canada;New Balance;248;Online;Winter;Sports;No;3;4;No
8334;Female;41;Adult;Unemployed;Home Owner;Nigeria;Crocs;174;Online;Winter;Work;Yes;5;2;Yes
8335;Male;29;Adult;Employed;Renter;UK;Nike;60;Retail Store;Summer;Fashion;No;5;4;Yes
8336;Male;32;Senior;Student;Home Owner;India;Puma;388;Online;Winter;Comfort;No;1;5;Yes
8337;Female;19;Adult;Self-employed;Home Owner;Brazil;Adidas;130;Retail Store;Summer;Sports;No;3;3;Yes
8338;Female;55;Adult;Employed;Home Owner;India;Nike;88;Online;Winter;Fashion;No;5;1;No
8339;Male;52;Adult;Self-employed;Home Owner;India;ASICS;427;Online;Summer;Work;Yes;2;5;No
8340;Female;19;Youth;Unemployed;Renter;Italy;Puma;51;Retail Store;Autumn;Fashion;Yes;2;4;No
8341;Male;40;Senior;Student;Home Owner;China;Vans;61;Retail Store;Spring;Work;No;5;5;Yes
8342;Male;31;Youth;Employed;Home Owner;Canada;Nike;399;Retail Store;Summer;Work;No;5;4;Yes
8343;Male;32;Adult;Student;Renter;Canada;New Balance;201;Retail Store;Winter;Fashion;No;1;5;No
8344;Female;56;Adult;Employed;Home Owner;Japan;Puma;449;Retail Store;Winter;Sports;Yes;5;2;Yes
8345;Female;51;Adult;Employed;Renter;India;Puma;195;Online;Winter;Sports;No;2;2;Yes
8346;Male;52;Youth;Employed;Home Owner;India;Puma;442;Online;Summer;Work;Yes;5;3;Yes
8347;Male;19;Senior;Student;Home Owner;Nigeria;Vans;198;Retail Store;Autumn;Comfort;No;5;3;Yes
8348;Female;18;Youth;Employed;Home Owner;Germany;Vans;309;Online;Spring;Fashion;Yes;3;2;Yes
8349;Female;37;Adult;Employed;Home Owner;Brazil;Crocs;126;Retail Store;Winter;Fashion;No;3;5;Yes
8350;Female;53;Adult;Student;Home Owner;USA;Adidas;376;Retail Store;Winter;Sports;Yes;5;3;No
8351;Male;25;Senior;Self-employed;Home Owner;Japan;Nike;446;Retail Store;Summer;Fashion;Yes;2;3;Yes
8352;Female;51;Adult;Unemployed;Renter;China;Vans;248;Retail Store;Spring;Fashion;No;4;2;No
8353;Female;52;Adult;Student;Home Owner;France;Nike;47;Online;Summer;Sports;No;4;5;No
8354;Male;34;Adult;Student;Home Owner;Japan;Adidas;205;Retail Store;Autumn;Work;Yes;5;3;Yes
8355;Male;61;Youth;Employed;Renter;UK;Nike;49;Retail Store;Spring;Comfort;No;5;2;No
8356;Male;29;Youth;Student;Home Owner;Italy;Nike;69;Retail Store;Autumn;Work;Yes;3;5;No
8357;Female;60;Senior;Student;Renter;Canada;New Balance;302;Online;Summer;Fashion;No;3;1;Yes
8358;Male;34;Adult;Unemployed;Renter;China;ASICS;297;Online;Autumn;Comfort;No;4;1;No
8359;Male;46;Youth;Student;Home Owner;USA;Balenciaga;317;Online;Summer;Work;Yes;3;1;No
8360;Male;20;Adult;Employed;Homeless;France;Balenciaga;172;Retail Store;Winter;Comfort;Yes;1;4;Yes
8361;Male;61;Youth;Unemployed;Renter;Germany;Adidas;236;Retail Store;Winter;Sports;No;5;2;Yes
8362;Female;57;Youth;Student;Homeless;France;New Balance;95;Online;Winter;Work;Yes;3;2;No
8363;Male;30;Youth;Employed;Renter;Nigeria;Crocs;315;Retail Store;Summer;Sports;Yes;2;5;Yes
8364;Female;36;Adult;Unemployed;Renter;Japan;Adidas;237;Online;Summer;Work;No;4;4;Yes
8365;Female;66;Adult;Student;Renter;Nigeria;ASICS;363;Retail Store;Summer;Sports;No;3;1;No
8366;Female;54;Adult;Employed;Renter;USA;Vans;224;Online;Autumn;Work;Yes;3;3;Yes
8367;Male;14;Youth;Unemployed;Renter;Germany;Under Armour;60;Retail Store;Winter;Work;Yes;2;4;No
8368;Female;14;Adult;Employed;Renter;USA;New Balance;56;Online;Summer;Sports;No;3;2;Yes
8369;Male;39;Adult;Unemployed;Home Owner;USA;New Balance;118;Online;Winter;Work;Yes;2;1;Yes
8370;Male;26;Adult;Student;Renter;USA;Vans;66;Retail Store;Winter;Sports;No;1;5;Yes
8371;Male;60;Senior;Self-employed;Renter;Germany;Crocs;206;Online;Summer;Comfort;Yes;1;3;Yes
8372;Female;51;Adult;Unemployed;Home Owner;UK;ASICS;378;Retail Store;Summer;Comfort;No;1;5;Yes
8373;Male;65;Adult;Student;Home Owner;France;Nike;274;Online;Autumn;Comfort;No;3;1;Yes
8374;Male;65;Senior;Unemployed;Home Owner;Canada;Balenciaga;150;Retail Store;Autumn;Work;No;1;4;No
8375;Male;68;Adult;Self-employed;Homeless;China;ASICS;253;Online;Winter;Sports;No;4;1;No
8376;Female;24;Adult;Employed;Renter;China;Crocs;410;Retail Store;Summer;Sports;No;3;2;Yes
8377;Female;44;Adult;Self-employed;Home Owner;UK;Vans;408;Online;Summer;Fashion;Yes;5;4;No
8378;Female;40;Youth;Self-employed;Homeless;UK;Adidas;237;Online;Summer;Fashion;No;5;2;No
8379;Male;67;Adult;Employed;Home Owner;China;Puma;236;Online;Winter;Comfort;No;1;3;No
8380;Female;40;Adult;Self-employed;Home Owner;Canada;ASICS;52;Online;Summer;Comfort;No;4;4;Yes
8381;Male;58;Youth;Student;Renter;India;Vans;152;Retail Store;Autumn;Sports;Yes;1;3;Yes
8382;Male;37;Youth;Unemployed;Home Owner;China;Under Armour;137;Retail Store;Spring;Fashion;Yes;2;5;Yes
8383;Female;16;Senior;Self-employed;Home Owner;Germany;Vans;345;Online;Spring;Comfort;No;3;4;Yes
8384;Male;38;Adult;Unemployed;Renter;Japan;Adidas;177;Online;Autumn;Sports;No;5;1;No
8385;Female;48;Youth;Unemployed;Home Owner;Brazil;Crocs;95;Online;Spring;Work;Yes;4;4;Yes
8386;Male;62;Adult;Employed;Renter;Nigeria;Puma;143;Online;Autumn;Fashion;No;4;5;Yes
8387;Female;15;Adult;Self-employed;Home Owner;Nigeria;Under Armour;271;Retail Store;Winter;Fashion;Yes;3;3;Yes
8388;Male;13;Youth;Employed;Homeless;Germany;Vans;211;Retail Store;Spring;Work;No;1;2;No
8389;Male;29;Youth;Employed;Renter;Japan;Balenciaga;67;Retail Store;Winter;Fashion;Yes;1;1;No
8390;Male;19;Adult;Unemployed;Renter;India;Crocs;332;Online;Winter;Comfort;No;1;3;No
8391;Male;60;Adult;Student;Home Owner;India;Vans;331;Retail Store;Autumn;Comfort;No;5;1;No
8392;Male;17;Adult;Unemployed;Homeless;France;Nike;131;Online;Winter;Fashion;Yes;2;1;Yes
8393;Female;31;Youth;Employed;Home Owner;Japan;Balenciaga;244;Retail Store;Spring;Work;Yes;4;1;Yes
8394;Male;51;Adult;Self-employed;Home Owner;Nigeria;Vans;352;Retail Store;Spring;Work;Yes;2;3;No
8395;Female;58;Adult;Student;Home Owner;Italy;Vans;75;Online;Autumn;Sports;No;3;3;No
8396;Female;46;Adult;Student;Homeless;France;New Balance;168;Retail Store;Winter;Comfort;Yes;2;1;No
8397;Female;47;Adult;Self-employed;Renter;UK;Balenciaga;210;Retail Store;Summer;Sports;No;4;3;No
8398;Male;61;Youth;Self-employed;Homeless;France;Crocs;432;Retail Store;Winter;Sports;No;1;5;Yes
8399;Male;28;Adult;Student;Renter;Canada;Under Armour;402;Retail Store;Spring;Fashion;Yes;1;4;No
8400;Male;52;Senior;Employed;Home Owner;Germany;Under Armour;401;Online;Spring;Fashion;No;5;1;Yes
8401;Female;62;Adult;Student;Renter;Germany;Balenciaga;234;Retail Store;Spring;Sports;No;5;4;No
8402;Male;59;Adult;Student;Home Owner;China;Adidas;410;Retail Store;Winter;Work;No;5;1;Yes
8403;Male;51;Adult;Student;Home Owner;Germany;Crocs;71;Online;Summer;Sports;Yes;4;5;Yes
8404;Female;39;Adult;Employed;Home Owner;India;Vans;158;Retail Store;Spring;Work;No;5;2;Yes
8405;Female;53;Adult;Self-employed;Home Owner;USA;ASICS;419;Retail Store;Winter;Fashion;Yes;5;3;Yes
8406;Female;50;Adult;Self-employed;Renter;Italy;Balenciaga;109;Online;Autumn;Work;No;2;2;No
8407;Female;62;Adult;Self-employed;Home Owner;India;Adidas;353;Retail Store;Winter;Comfort;No;2;5;Yes
8408;Female;62;Youth;Employed;Home Owner;Canada;Under Armour;237;Retail Store;Spring;Comfort;No;2;1;No
8409;Female;37;Senior;Employed;Renter;USA;Puma;384;Retail Store;Spring;Comfort;Yes;5;2;Yes
8410;Male;38;Youth;Self-employed;Home Owner;France;Under Armour;323;Retail Store;Spring;Fashion;No;5;3;Yes
8411;Female;68;Youth;Unemployed;Home Owner;Nigeria;Crocs;270;Retail Store;Spring;Work;No;3;4;Yes
8412;Male;26;Youth;Unemployed;Renter;Italy;Nike;232;Retail Store;Spring;Fashion;No;5;4;Yes
8413;Male;26;Youth;Self-employed;Home Owner;UK;Under Armour;207;Online;Winter;Fashion;Yes;5;4;Yes
8414;Male;26;Adult;Unemployed;Renter;USA;Under Armour;443;Retail Store;Winter;Fashion;No;5;3;Yes
8415;Female;37;Adult;Unemployed;Home Owner;China;ASICS;127;Online;Summer;Fashion;No;2;4;No
8416;Male;48;Adult;Self-employed;Home Owner;France;Nike;154;Retail Store;Winter;Sports;Yes;5;4;Yes
8417;Female;16;Youth;Self-employed;Renter;Japan;ASICS;177;Retail Store;Spring;Sports;Yes;2;5;Yes
8418;Female;59;Adult;Employed;Home Owner;Italy;Puma;115;Online;Winter;Fashion;No;2;2;Yes
8419;Male;27;Adult;Unemployed;Home Owner;France;ASICS;332;Online;Winter;Work;No;4;5;Yes
8420;Female;44;Adult;Unemployed;Home Owner;Germany;Under Armour;266;Retail Store;Summer;Fashion;No;5;5;No
8421;Male;30;Youth;Self-employed;Home Owner;Japan;ASICS;355;Online;Spring;Fashion;Yes;2;3;Yes
8422;Male;26;Youth;Student;Home Owner;Brazil;Crocs;130;Online;Summer;Sports;Yes;2;5;Yes
8423;Female;13;Adult;Self-employed;Home Owner;Nigeria;Adidas;116;Online;Spring;Sports;No;2;1;Yes
8424;Male;54;Adult;Employed;Home Owner;China;Vans;389;Retail Store;Spring;Comfort;Yes;5;1;Yes
8425;Male;32;Adult;Student;Renter;Germany;Crocs;410;Online;Autumn;Sports;No;3;1;Yes
8426;Male;22;Youth;Student;Home Owner;Nigeria;Puma;362;Online;Winter;Comfort;No;5;4;No
8427;Female;22;Youth;Student;Home Owner;Japan;Puma;219;Retail Store;Spring;Work;Yes;5;5;Yes
8428;Male;36;Youth;Employed;Renter;Brazil;Crocs;407;Retail Store;Autumn;Comfort;Yes;3;5;Yes
8429;Female;46;Adult;Unemployed;Renter;Canada;New Balance;229;Online;Summer;Work;Yes;5;4;No
8430;Female;40;Adult;Self-employed;Home Owner;USA;Adidas;435;Online;Winter;Fashion;Yes;4;5;Yes
8431;Male;39;Youth;Employed;Home Owner;Nigeria;Under Armour;281;Online;Spring;Fashion;Yes;4;4;Yes
8432;Male;52;Adult;Employed;Home Owner;USA;Crocs;68;Retail Store;Autumn;Comfort;Yes;5;3;Yes
8433;Female;13;Adult;Student;Home Owner;France;Balenciaga;325;Online;Summer;Work;No;4;2;Yes
8434;Female;45;Adult;Student;Home Owner;Japan;Balenciaga;189;Online;Summer;Fashion;No;2;3;No
8435;Male;16;Youth;Employed;Home Owner;Germany;Puma;376;Online;Autumn;Comfort;Yes;1;4;Yes
8436;Male;19;Adult;Unemployed;Home Owner;Canada;Puma;348;Retail Store;Winter;Work;No;5;1;Yes
8437;Female;21;Adult;Student;Home Owner;UK;Adidas;258;Online;Spring;Fashion;No;3;1;Yes
8438;Female;28;Senior;Employed;Home Owner;France;Vans;317;Online;Autumn;Sports;No;2;1;Yes
8439;Female;17;Adult;Student;Renter;Italy;New Balance;344;Retail Store;Autumn;Fashion;No;3;5;No
8440;Female;46;Youth;Self-employed;Home Owner;UK;Crocs;430;Retail Store;Summer;Comfort;No;3;5;No
8441;Female;35;Youth;Self-employed;Home Owner;India;Under Armour;85;Retail Store;Autumn;Comfort;No;1;1;Yes
8442;Male;55;Adult;Self-employed;Home Owner;UK;New Balance;50;Online;Winter;Work;Yes;4;1;No
8443;Female;62;Adult;Student;Home Owner;Nigeria;Puma;55;Online;Summer;Sports;No;3;3;Yes
8444;Female;37;Senior;Student;Renter;Brazil;Crocs;221;Retail Store;Autumn;Comfort;No;5;4;Yes
8445;Male;69;Adult;Unemployed;Homeless;Canada;Puma;224;Online;Autumn;Sports;No;5;5;Yes
8446;Male;63;Senior;Self-employed;Home Owner;Nigeria;New Balance;75;Retail Store;Winter;Sports;No;2;2;No
8447;Female;25;Adult;Unemployed;Home Owner;Brazil;ASICS;90;Online;Spring;Work;Yes;2;4;No
8448;Female;36;Senior;Employed;Renter;Italy;Under Armour;189;Online;Spring;Work;Yes;3;1;Yes
8449;Male;23;Adult;Employed;Home Owner;Japan;Nike;298;Retail Store;Spring;Sports;No;1;3;Yes
8450;Female;64;Adult;Self-employed;Renter;India;ASICS;330;Retail Store;Summer;Sports;No;4;2;No
8451;Female;63;Adult;Unemployed;Home Owner;UK;Nike;152;Retail Store;Spring;Comfort;No;1;4;Yes
8452;Male;29;Adult;Student;Renter;Nigeria;Crocs;333;Online;Spring;Sports;Yes;1;2;Yes
8453;Female;49;Adult;Unemployed;Home Owner;Japan;Vans;401;Online;Summer;Work;No;2;1;Yes
8454;Male;25;Senior;Employed;Home Owner;China;Vans;94;Online;Autumn;Work;Yes;4;4;Yes
8455;Male;39;Adult;Unemployed;Home Owner;Canada;Adidas;333;Online;Summer;Comfort;No;3;5;Yes
8456;Male;32;Adult;Employed;Renter;India;Puma;255;Retail Store;Spring;Work;No;1;3;Yes
8457;Male;45;Senior;Employed;Renter;Italy;Crocs;413;Online;Summer;Sports;No;3;5;Yes
8458;Female;54;Senior;Unemployed;Homeless;Nigeria;Crocs;201;Online;Summer;Fashion;Yes;2;2;No
8459;Male;44;Adult;Student;Home Owner;India;Balenciaga;50;Retail Store;Spring;Work;No;3;4;Yes
8460;Female;20;Adult;Employed;Renter;Japan;Crocs;246;Online;Autumn;Comfort;Yes;5;4;Yes
8461;Female;68;Senior;Unemployed;Home Owner;Nigeria;Adidas;309;Online;Spring;Sports;No;4;5;Yes
8462;Female;41;Adult;Employed;Home Owner;China;ASICS;376;Online;Summer;Work;Yes;1;1;Yes
8463;Female;52;Adult;Self-employed;Home Owner;USA;Adidas;60;Retail Store;Spring;Fashion;Yes;2;3;Yes
8464;Female;31;Senior;Student;Home Owner;France;Balenciaga;146;Online;Autumn;Work;No;3;4;Yes
8465;Male;18;Youth;Self-employed;Renter;France;New Balance;141;Online;Winter;Sports;No;2;2;No
8466;Male;56;Youth;Employed;Renter;Germany;Puma;381;Online;Summer;Work;No;5;1;Yes
8467;Male;51;Adult;Student;Home Owner;Brazil;Vans;99;Retail Store;Autumn;Sports;No;2;4;No
8468;Male;60;Youth;Unemployed;Home Owner;Nigeria;Puma;73;Online;Spring;Fashion;Yes;4;3;Yes
8469;Female;53;Adult;Unemployed;Renter;Canada;Adidas;104;Online;Spring;Work;No;4;4;No
8470;Male;33;Youth;Student;Homeless;India;Adidas;254;Retail Store;Winter;Fashion;Yes;4;5;Yes
8471;Female;69;Youth;Self-employed;Home Owner;Brazil;ASICS;299;Retail Store;Summer;Sports;No;5;5;Yes
8472;Female;34;Adult;Self-employed;Renter;Germany;Vans;400;Online;Spring;Fashion;No;4;2;Yes
8473;Male;54;Adult;Student;Homeless;France;Crocs;274;Online;Autumn;Sports;Yes;5;5;No
8474;Male;22;Youth;Unemployed;Home Owner;USA;Balenciaga;351;Online;Summer;Comfort;No;1;5;Yes
8475;Male;22;Youth;Student;Renter;France;Nike;109;Retail Store;Winter;Work;No;5;5;Yes
8476;Male;64;Adult;Self-employed;Home Owner;India;Under Armour;375;Retail Store;Autumn;Sports;No;3;2;Yes
8477;Female;41;Adult;Employed;Renter;Italy;Crocs;49;Retail Store;Winter;Comfort;Yes;4;2;Yes
8478;Female;28;Senior;Unemployed;Home Owner;Germany;Nike;330;Online;Autumn;Fashion;No;2;1;No
8479;Male;13;Youth;Student;Home Owner;UK;Under Armour;255;Retail Store;Summer;Work;Yes;5;4;No
8480;Female;29;Adult;Employed;Home Owner;Nigeria;Balenciaga;291;Retail Store;Autumn;Work;Yes;1;2;Yes
8481;Female;42;Adult;Self-employed;Renter;France;Crocs;433;Retail Store;Summer;Work;No;3;1;Yes
8482;Female;38;Adult;Unemployed;Renter;Nigeria;Adidas;371;Online;Summer;Work;No;1;3;Yes
8483;Male;65;Senior;Student;Home Owner;Germany;Vans;230;Retail Store;Autumn;Fashion;Yes;1;4;No
8484;Female;58;Adult;Self-employed;Home Owner;Germany;Under Armour;136;Online;Autumn;Work;Yes;3;3;Yes
8485;Male;31;Adult;Student;Renter;USA;Vans;258;Retail Store;Summer;Sports;No;4;3;Yes
8486;Male;65;Youth;Student;Home Owner;India;Under Armour;448;Retail Store;Spring;Work;No;2;2;No
8487;Female;33;Senior;Unemployed;Renter;Canada;ASICS;241;Online;Spring;Fashion;No;3;2;Yes
8488;Female;29;Adult;Self-employed;Renter;India;Balenciaga;420;Online;Autumn;Sports;Yes;4;1;Yes
8489;Male;58;Adult;Self-employed;Renter;China;Vans;256;Online;Spring;Sports;No;4;2;Yes
8490;Female;52;Adult;Employed;Home Owner;USA;Nike;327;Online;Spring;Sports;No;5;1;Yes
8491;Female;33;Adult;Self-employed;Home Owner;Brazil;Adidas;145;Retail Store;Summer;Comfort;Yes;4;2;Yes
8492;Male;65;Adult;Self-employed;Home Owner;UK;Adidas;95;Online;Summer;Comfort;Yes;3;3;Yes
8493;Male;53;Youth;Unemployed;Home Owner;Germany;Under Armour;193;Retail Store;Spring;Work;No;4;4;No
8494;Male;52;Adult;Employed;Home Owner;USA;New Balance;107;Online;Winter;Comfort;No;5;4;Yes
8495;Male;57;Adult;Unemployed;Home Owner;Canada;Under Armour;240;Online;Autumn;Fashion;Yes;5;2;Yes
8496;Female;61;Youth;Self-employed;Renter;China;Nike;129;Retail Store;Winter;Work;No;2;5;Yes
8497;Female;31;Youth;Employed;Homeless;Italy;New Balance;50;Online;Winter;Comfort;No;3;5;No
8498;Male;19;Adult;Unemployed;Home Owner;China;Adidas;141;Online;Winter;Comfort;Yes;3;3;Yes
8499;Male;29;Adult;Employed;Renter;Germany;Adidas;327;Online;Spring;Fashion;Yes;2;2;Yes
8500;Male;13;Adult;Self-employed;Renter;France;Nike;226;Retail Store;Summer;Fashion;No;3;3;No
8501;Female;49;Youth;Employed;Home Owner;Japan;Puma;270;Retail Store;Spring;Comfort;No;1;4;Yes
8502;Male;69;Adult;Employed;Renter;Nigeria;Balenciaga;176;Retail Store;Winter;Comfort;No;5;3;Yes
8503;Female;18;Senior;Employed;Home Owner;Nigeria;Balenciaga;50;Retail Store;Spring;Comfort;Yes;1;4;No
8504;Male;38;Adult;Self-employed;Home Owner;UK;Under Armour;382;Retail Store;Autumn;Comfort;No;4;2;Yes
8505;Male;14;Adult;Self-employed;Homeless;Canada;Puma;440;Online;Winter;Work;Yes;2;3;Yes
8506;Male;44;Adult;Employed;Homeless;UK;Under Armour;391;Online;Spring;Work;No;1;3;No
8507;Female;69;Youth;Unemployed;Home Owner;India;ASICS;306;Online;Summer;Work;Yes;4;5;Yes
8508;Female;60;Youth;Unemployed;Home Owner;UK;Vans;96;Online;Winter;Comfort;No;3;5;Yes
8509;Female;66;Adult;Self-employed;Renter;Italy;ASICS;89;Online;Summer;Fashion;Yes;3;3;Yes
8510;Male;17;Adult;Student;Renter;Brazil;Nike;112;Retail Store;Autumn;Fashion;No;4;3;No
8511;Female;49;Adult;Unemployed;Renter;Brazil;ASICS;376;Online;Autumn;Work;No;4;5;No
8512;Female;43;Adult;Employed;Home Owner;China;Adidas;92;Retail Store;Spring;Fashion;No;4;1;Yes
8513;Male;24;Senior;Student;Renter;France;Balenciaga;128;Retail Store;Spring;Sports;Yes;4;4;Yes
8514;Male;47;Senior;Self-employed;Home Owner;Canada;Adidas;291;Online;Autumn;Work;No;4;2;Yes
8515;Female;42;Adult;Unemployed;Renter;Brazil;Adidas;247;Retail Store;Winter;Fashion;No;2;5;No
8516;Female;60;Youth;Student;Home Owner;Brazil;ASICS;149;Online;Winter;Fashion;Yes;4;2;Yes
8517;Female;18;Adult;Self-employed;Renter;Italy;Vans;264;Retail Store;Winter;Comfort;Yes;3;3;Yes
8518;Female;27;Youth;Self-employed;Home Owner;Japan;New Balance;210;Online;Autumn;Work;Yes;3;2;Yes
8519;Male;27;Senior;Employed;Home Owner;UK;Vans;334;Online;Summer;Work;Yes;2;3;No
8520;Male;28;Adult;Unemployed;Renter;UK;Under Armour;81;Retail Store;Summer;Sports;Yes;4;3;No
8521;Male;32;Adult;Student;Home Owner;Italy;New Balance;243;Online;Winter;Sports;No;5;3;Yes
8522;Female;25;Adult;Employed;Renter;France;ASICS;192;Online;Spring;Fashion;No;3;1;Yes
8523;Female;56;Adult;Unemployed;Renter;France;Nike;117;Retail Store;Spring;Comfort;No;4;5;Yes
8524;Male;54;Youth;Student;Home Owner;Germany;Vans;432;Online;Autumn;Work;No;5;4;No
8525;Male;58;Senior;Self-employed;Renter;India;Nike;418;Online;Spring;Sports;Yes;5;2;Yes
8526;Female;43;Youth;Self-employed;Renter;Brazil;New Balance;261;Retail Store;Autumn;Work;Yes;1;4;Yes
8527;Female;46;Adult;Unemployed;Home Owner;France;Under Armour;435;Online;Autumn;Fashion;No;5;5;No
8528;Male;41;Adult;Employed;Home Owner;Canada;Balenciaga;305;Online;Spring;Comfort;Yes;5;5;Yes
8529;Male;15;Youth;Student;Home Owner;Brazil;Adidas;255;Online;Spring;Sports;Yes;3;2;Yes
8530;Male;21;Senior;Student;Home Owner;Nigeria;Under Armour;201;Online;Winter;Fashion;No;5;1;Yes
8531;Female;23;Adult;Self-employed;Home Owner;UK;Puma;115;Online;Winter;Comfort;No;5;4;Yes
8532;Female;23;Adult;Unemployed;Homeless;Brazil;Under Armour;65;Online;Spring;Fashion;No;3;1;Yes
8533;Female;37;Adult;Employed;Renter;Germany;ASICS;74;Retail Store;Winter;Work;No;1;3;Yes
8534;Female;34;Adult;Self-employed;Home Owner;France;Puma;116;Retail Store;Winter;Work;No;1;3;Yes
8535;Female;54;Youth;Self-employed;Renter;France;Vans;250;Retail Store;Summer;Fashion;No;4;3;Yes
8536;Female;58;Adult;Employed;Renter;Canada;Puma;351;Retail Store;Winter;Sports;No;4;5;Yes
8537;Male;21;Adult;Student;Home Owner;Brazil;ASICS;87;Retail Store;Winter;Fashion;No;5;1;Yes
8538;Male;32;Youth;Student;Home Owner;India;Crocs;62;Retail Store;Winter;Comfort;No;5;5;No
8539;Female;33;Adult;Unemployed;Renter;USA;Puma;104;Retail Store;Summer;Fashion;Yes;4;1;Yes
8540;Male;22;Adult;Self-employed;Home Owner;USA;Adidas;47;Online;Winter;Comfort;No;4;2;Yes
8541;Female;34;Adult;Unemployed;Renter;Canada;Puma;270;Online;Summer;Comfort;Yes;5;5;No
8542;Male;41;Youth;Student;Home Owner;France;Nike;412;Online;Winter;Comfort;Yes;3;3;Yes
8543;Female;21;Adult;Employed;Renter;Japan;Under Armour;265;Retail Store;Autumn;Fashion;No;3;3;Yes
8544;Male;17;Youth;Student;Renter;Brazil;Vans;180;Retail Store;Autumn;Work;Yes;3;5;Yes
8545;Male;52;Adult;Student;Home Owner;Italy;Crocs;275;Retail Store;Winter;Work;No;4;4;Yes
8546;Female;23;Senior;Self-employed;Home Owner;USA;ASICS;216;Online;Summer;Fashion;No;1;2;No
8547;Female;13;Youth;Student;Renter;UK;Crocs;294;Online;Spring;Comfort;Yes;4;3;Yes
8548;Male;65;Adult;Unemployed;Renter;Japan;Nike;144;Retail Store;Autumn;Fashion;No;3;2;Yes
8549;Male;54;Adult;Employed;Renter;Germany;ASICS;177;Retail Store;Spring;Work;Yes;2;4;Yes
8550;Female;13;Youth;Self-employed;Renter;UK;Puma;170;Retail Store;Spring;Work;No;3;5;Yes
8551;Male;66;Youth;Employed;Home Owner;India;Vans;67;Retail Store;Autumn;Work;No;2;2;Yes
8552;Female;51;Adult;Unemployed;Home Owner;Canada;New Balance;66;Online;Autumn;Comfort;No;3;1;Yes
8553;Female;58;Adult;Unemployed;Renter;UK;Adidas;380;Online;Spring;Sports;Yes;3;1;No
8554;Male;17;Adult;Student;Home Owner;Canada;Under Armour;50;Online;Summer;Sports;No;2;4;No
8555;Female;61;Adult;Unemployed;Home Owner;Japan;Nike;255;Retail Store;Autumn;Work;Yes;3;1;Yes
8556;Male;34;Adult;Student;Renter;USA;Nike;51;Online;Winter;Work;Yes;2;3;Yes
8557;Male;38;Senior;Self-employed;Homeless;Italy;Adidas;46;Retail Store;Autumn;Work;Yes;2;1;No
8558;Female;65;Youth;Employed;Home Owner;Italy;Balenciaga;209;Retail Store;Winter;Fashion;No;4;3;Yes
8559;Male;18;Adult;Student;Home Owner;India;Nike;391;Retail Store;Autumn;Comfort;No;1;3;No
8560;Female;44;Adult;Student;Renter;France;Puma;433;Online;Winter;Comfort;Yes;4;3;No
8561;Female;60;Youth;Self-employed;Home Owner;France;Crocs;356;Retail Store;Winter;Comfort;Yes;1;3;Yes
8562;Female;23;Adult;Unemployed;Home Owner;Nigeria;Adidas;103;Retail Store;Summer;Fashion;No;1;1;Yes
8563;Male;22;Adult;Student;Renter;China;Balenciaga;323;Retail Store;Summer;Sports;No;3;4;No
8564;Female;59;Adult;Unemployed;Home Owner;UK;New Balance;449;Retail Store;Spring;Fashion;Yes;2;3;Yes
8565;Male;51;Adult;Student;Home Owner;Japan;Adidas;388;Retail Store;Autumn;Sports;Yes;1;4;Yes
8566;Female;67;Adult;Unemployed;Home Owner;Nigeria;Puma;386;Retail Store;Autumn;Comfort;Yes;1;4;No
8567;Female;46;Adult;Student;Home Owner;Canada;Nike;219;Online;Autumn;Work;No;1;5;Yes
8568;Female;43;Adult;Employed;Renter;France;Crocs;427;Retail Store;Summer;Sports;No;2;4;Yes
8569;Male;24;Adult;Employed;Home Owner;Japan;Puma;145;Online;Autumn;Work;Yes;5;2;Yes
8570;Male;63;Adult;Employed;Home Owner;India;ASICS;189;Online;Autumn;Sports;No;1;3;No
8571;Female;56;Youth;Student;Home Owner;Italy;Balenciaga;305;Retail Store;Spring;Fashion;No;2;4;Yes
8572;Female;28;Adult;Unemployed;Homeless;Germany;Adidas;427;Retail Store;Summer;Comfort;No;2;5;Yes
8573;Male;50;Youth;Self-employed;Renter;India;Crocs;174;Online;Spring;Fashion;No;5;5;Yes
8574;Male;15;Youth;Self-employed;Renter;USA;Puma;230;Online;Autumn;Comfort;No;4;2;No
8575;Male;14;Youth;Self-employed;Home Owner;Brazil;Puma;281;Online;Spring;Comfort;Yes;1;5;Yes
8576;Female;64;Adult;Employed;Home Owner;USA;New Balance;126;Retail Store;Autumn;Comfort;Yes;5;3;Yes
8577;Male;17;Youth;Employed;Renter;Japan;Nike;234;Retail Store;Autumn;Work;Yes;5;5;No
8578;Female;23;Adult;Employed;Home Owner;Brazil;Crocs;127;Online;Spring;Fashion;Yes;4;2;Yes
8579;Male;37;Youth;Unemployed;Renter;Italy;Vans;406;Online;Spring;Fashion;No;1;3;Yes
8580;Female;47;Adult;Employed;Home Owner;Canada;Nike;400;Retail Store;Winter;Comfort;No;5;1;No
8581;Female;47;Senior;Unemployed;Home Owner;Brazil;Crocs;155;Online;Autumn;Sports;No;5;3;Yes
8582;Female;34;Adult;Unemployed;Home Owner;China;Adidas;371;Retail Store;Winter;Comfort;No;4;4;Yes
